"Light Intensity (% of scale max) Run #10","Relative Intensity Run #10","Voltage (V) Run #10"
0.02409,0.02409,0.865
0.02434,0.02434,0.865
0.02411,0.02411,0.865
0.02388,0.02388,0.865
0.02419,0.02419,0.865
0.02397,0.02397,0.865
0.02394,0.02394,0.866
0.02414,0.02414,0.865
0.02391,0.02391,0.865
0.02390,0.02390,0.865
0.02412,0.02412,0.865
0.02438,0.02438,0.865
0.02388,0.02388,0.866
0.02405,0.02405,0.866
0.02394,0.02394,0.865
0.02409,0.02409,0.865
0.02396,0.02396,0.865
0.02415,0.02415,0.865
0.02409,0.02409,0.865
0.02400,0.02400,0.866
0.02393,0.02393,0.866
0.02380,0.02380,0.865
0.02403,0.02403,0.865
0.02377,0.02377,0.865
0.02406,0.02406,0.865
0.02423,0.02423,0.865
0.02412,0.02412,0.865
0.02386,0.02386,0.865
0.02406,0.02406,0.865
0.02382,0.02382,0.865
0.02386,0.02386,0.865
0.02385,0.02385,0.865
0.02408,0.02408,0.865
0.02402,0.02402,0.866
0.02399,0.02399,0.865
0.02405,0.02405,0.866
0.02422,0.02422,0.865
0.02409,0.02409,0.865
0.02403,0.02403,0.865
0.02408,0.02408,0.865
0.02428,0.02428,0.864
0.02420,0.02420,0.865
0.02419,0.02419,0.865
0.02393,0.02393,0.864
0.02414,0.02414,0.864
0.02370,0.02370,0.860
0.02408,0.02408,0.860
0.02412,0.02412,0.860
0.02408,0.02408,0.860
0.02402,0.02402,0.860
0.02428,0.02428,0.859
0.02405,0.02405,0.858
0.02400,0.02400,0.856
0.02417,0.02417,0.857
0.02406,0.02406,0.857
0.02417,0.02417,0.857
0.02408,0.02408,0.857
0.02409,0.02409,0.857
0.02393,0.02393,0.857
0.02397,0.02397,0.855
0.02412,0.02412,0.853
0.02422,0.02422,0.853
0.02386,0.02386,0.850
0.02386,0.02386,0.849
0.02411,0.02411,0.849
0.02412,0.02412,0.849
0.02409,0.02409,0.845
0.02441,0.02441,0.843
0.02391,0.02391,0.844
0.02414,0.02414,0.843
0.02414,0.02414,0.838
0.02414,0.02414,0.838
0.02425,0.02425,0.837
0.02406,0.02406,0.838
0.02412,0.02412,0.838
0.02420,0.02420,0.837
0.02423,0.02423,0.836
0.02420,0.02420,0.833
0.02412,0.02412,0.833
0.02417,0.02417,0.833
0.02400,0.02400,0.833
0.02402,0.02402,0.833
0.02419,0.02419,0.834
0.02412,0.02412,0.833
0.02417,0.02417,0.830
0.02438,0.02438,0.829
0.02463,0.02463,0.830
0.02429,0.02429,0.829
0.02438,0.02438,0.829
0.02443,0.02443,0.830
0.02446,0.02446,0.829
0.02429,0.02429,0.827
0.02451,0.02451,0.824
0.02431,0.02431,0.825
0.02429,0.02429,0.824
0.02440,0.02440,0.822
0.02437,0.02437,0.820
0.02423,0.02423,0.821
0.02454,0.02454,0.821
0.02444,0.02444,0.819
0.02428,0.02428,0.816
0.02428,0.02428,0.816
0.02431,0.02431,0.816
0.02408,0.02408,0.816
0.02441,0.02441,0.816
0.02403,0.02403,0.815
0.02422,0.02422,0.812
0.02422,0.02422,0.812
0.02402,0.02402,0.813
0.02399,0.02399,0.812
0.02422,0.02422,0.812
0.02409,0.02409,0.810
0.02385,0.02385,0.807
0.02412,0.02412,0.807
0.02417,0.02417,0.807
0.02388,0.02388,0.807
0.02371,0.02371,0.806
0.02373,0.02373,0.802
0.02379,0.02379,0.802
0.02412,0.02412,0.802
0.02428,0.02428,0.802
0.02422,0.02422,0.797
0.02383,0.02383,0.798
0.02400,0.02400,0.797
0.02397,0.02397,0.794
0.02406,0.02406,0.794
0.02406,0.02406,0.793
0.02397,0.02397,0.794
0.02391,0.02391,0.791
0.02429,0.02429,0.790
0.02420,0.02420,0.789
0.02422,0.02422,0.789
0.02411,0.02411,0.789
0.02380,0.02380,0.789
0.02383,0.02383,0.789
0.02426,0.02426,0.789
0.02415,0.02415,0.790
0.02409,0.02409,0.790
0.02412,0.02412,0.787
0.02403,0.02403,0.785
0.02411,0.02411,0.786
0.02403,0.02403,0.786
0.02426,0.02426,0.785
0.02423,0.02423,0.784
0.02429,0.02429,0.781
0.02415,0.02415,0.781
0.02448,0.02448,0.780
0.02452,0.02452,0.777
0.02461,0.02461,0.776
0.02438,0.02438,0.776
0.02484,0.02484,0.776
0.02432,0.02432,0.771
0.02463,0.02463,0.770
0.02429,0.02429,0.771
0.02435,0.02435,0.768
0.02437,0.02437,0.766
0.02432,0.02432,0.766
0.02443,0.02443,0.764
0.02432,0.02432,0.764
0.02411,0.02411,0.763
0.02402,0.02402,0.760
0.02412,0.02412,0.760
0.02420,0.02420,0.759
0.02393,0.02393,0.756
0.02412,0.02412,0.754
0.02417,0.02417,0.753
0.02403,0.02403,0.749
0.02393,0.02393,0.748
0.02409,0.02409,0.746
0.02391,0.02391,0.742
0.02417,0.02417,0.743
0.02414,0.02414,0.744
0.02420,0.02420,0.746
0.02397,0.02397,0.744
0.02432,0.02432,0.742
0.02425,0.02425,0.742
0.02426,0.02426,0.741
0.02428,0.02428,0.738
0.02400,0.02400,0.739
0.02409,0.02409,0.735
0.02402,0.02402,0.735
0.02406,0.02406,0.734
0.02409,0.02409,0.734
0.02408,0.02408,0.732
0.02425,0.02425,0.731
0.02419,0.02419,0.730
0.02386,0.02386,0.731
0.02390,0.02390,0.730
0.02377,0.02377,0.731
0.02393,0.02393,0.731
0.02429,0.02429,0.728
0.02409,0.02409,0.726
0.02406,0.02406,0.726
0.02400,0.02400,0.726
0.02417,0.02417,0.726
0.02385,0.02385,0.726
0.02406,0.02406,0.726
0.02414,0.02414,0.726
0.02417,0.02417,0.726
0.02400,0.02400,0.724
0.02396,0.02396,0.721
0.02417,0.02417,0.721
0.02415,0.02415,0.722
0.02396,0.02396,0.720
0.02393,0.02393,0.718
0.02417,0.02417,0.717
0.02399,0.02399,0.717
0.02422,0.02422,0.717
0.02391,0.02391,0.717
0.02406,0.02406,0.714
0.02403,0.02403,0.713
0.02423,0.02423,0.712
0.02411,0.02411,0.713
0.02420,0.02420,0.711
0.02415,0.02415,0.706
0.02382,0.02382,0.707
0.02396,0.02396,0.707
0.02400,0.02400,0.706
0.02414,0.02414,0.702
0.02411,0.02411,0.703
0.02393,0.02393,0.703
0.02400,0.02400,0.703
0.02408,0.02408,0.702
0.02406,0.02406,0.699
0.02422,0.02422,0.699
0.02400,0.02400,0.699
0.02385,0.02385,0.698
0.02397,0.02397,0.699
0.02412,0.02412,0.698
0.02419,0.02419,0.695
0.02393,0.02393,0.695
0.02425,0.02425,0.695
0.02405,0.02405,0.692
0.02426,0.02426,0.691
0.02423,0.02423,0.690
0.02422,0.02422,0.690
0.02406,0.02406,0.690
0.02432,0.02432,0.686
0.02434,0.02434,0.685
0.02411,0.02411,0.685
0.02415,0.02415,0.685
0.02408,0.02408,0.681
0.02383,0.02383,0.680
0.02414,0.02414,0.680
0.02425,0.02425,0.680
0.02415,0.02415,0.680
0.02399,0.02399,0.678
0.02379,0.02379,0.675
0.02408,0.02408,0.676
0.02399,0.02399,0.676
0.02385,0.02385,0.676
0.02379,0.02379,0.675
0.02429,0.02429,0.676
0.02406,0.02406,0.676
0.02408,0.02408,0.676
0.02429,0.02429,0.675
0.02425,0.02425,0.674
0.02415,0.02415,0.674
0.02411,0.02411,0.672
0.02431,0.02431,0.672
0.02422,0.02422,0.672
0.02419,0.02419,0.672
0.02452,0.02452,0.672
0.02446,0.02446,0.671
0.02444,0.02444,0.672
0.02455,0.02455,0.671
0.02431,0.02431,0.668
0.02457,0.02457,0.667
0.02455,0.02455,0.668
0.02469,0.02469,0.668
0.02501,0.02501,0.668
0.02487,0.02487,0.667
0.02495,0.02495,0.663
0.02515,0.02515,0.663
0.02489,0.02489,0.663
0.02504,0.02504,0.663
0.02469,0.02469,0.659
0.02478,0.02478,0.659
0.02454,0.02454,0.659
0.02470,0.02470,0.659
0.02437,0.02437,0.658
0.02420,0.02420,0.653
0.02419,0.02419,0.654
0.02446,0.02446,0.653
0.02420,0.02420,0.653
0.02429,0.02429,0.653
0.02420,0.02420,0.651
0.02425,0.02425,0.648
0.02425,0.02425,0.648
0.02406,0.02406,0.648
0.02428,0.02428,0.648
0.02438,0.02438,0.648
0.02438,0.02438,0.647
0.02426,0.02426,0.643
0.02405,0.02405,0.643
0.02420,0.02420,0.643
0.02402,0.02402,0.642
0.02400,0.02400,0.639
0.02396,0.02396,0.639
0.02415,0.02415,0.637
0.02412,0.02412,0.635
0.02429,0.02429,0.635
0.02415,0.02415,0.630
0.02428,0.02428,0.630
0.02397,0.02397,0.629
0.02409,0.02409,0.625
0.02411,0.02411,0.624
0.02448,0.02448,0.624
0.02446,0.02446,0.624
0.02432,0.02432,0.624
0.02412,0.02412,0.624
0.02420,0.02420,0.623
0.02419,0.02419,0.623
0.02409,0.02409,0.621
0.02417,0.02417,0.619
0.02412,0.02412,0.620
0.02452,0.02452,0.620
0.02452,0.02452,0.620
0.02451,0.02451,0.620
0.02467,0.02467,0.619
0.02451,0.02451,0.617
0.02452,0.02452,0.616
0.02460,0.02460,0.616
0.02458,0.02458,0.615
0.02440,0.02440,0.615
0.02446,0.02446,0.615
0.02458,0.02458,0.615
0.02466,0.02466,0.615
0.02478,0.02478,0.614
0.02455,0.02455,0.615
0.02458,0.02458,0.615
0.02455,0.02455,0.615
0.02472,0.02472,0.613
0.02437,0.02437,0.612
0.02469,0.02469,0.613
0.02487,0.02487,0.613
0.02473,0.02473,0.612
0.02489,0.02489,0.612
0.02510,0.02510,0.612
0.02512,0.02512,0.612
0.02516,0.02516,0.612
0.02530,0.02530,0.612
0.02518,0.02518,0.612
0.02539,0.02539,0.611
0.02524,0.02524,0.607
0.02548,0.02548,0.608
0.02501,0.02501,0.608
0.02502,0.02502,0.606
0.02467,0.02467,0.603
0.02472,0.02472,0.603
0.02444,0.02444,0.603
0.02467,0.02467,0.603
0.02446,0.02446,0.600
0.02415,0.02415,0.597
0.02425,0.02425,0.598
0.02405,0.02405,0.596
0.02458,0.02458,0.593
0.02438,0.02438,0.593
0.02414,0.02414,0.593
0.02422,0.02422,0.593
0.02435,0.02435,0.593
0.02425,0.02425,0.593
0.02425,0.02425,0.593
0.02380,0.02380,0.592
0.02399,0.02399,0.588
0.02432,0.02432,0.588
0.02419,0.02419,0.586
0.02432,0.02432,0.584
0.02455,0.02455,0.583
0.02428,0.02428,0.580
0.02411,0.02411,0.579
0.02417,0.02417,0.578
0.02397,0.02397,0.576
0.02426,0.02426,0.576
0.02417,0.02417,0.576
0.02397,0.02397,0.576
0.02429,0.02429,0.575
0.02405,0.02405,0.572
0.02423,0.02423,0.572
0.02426,0.02426,0.572
0.02420,0.02420,0.571
0.02393,0.02393,0.570
0.02426,0.02426,0.568
0.02454,0.02454,0.567
0.02423,0.02423,0.568
0.02414,0.02414,0.567
0.02426,0.02426,0.563
0.02444,0.02444,0.563
0.02397,0.02397,0.562
0.02425,0.02425,0.559
0.02454,0.02454,0.557
0.02432,0.02432,0.557
0.02391,0.02391,0.557
0.02414,0.02414,0.556
0.02394,0.02394,0.554
0.02419,0.02419,0.553
0.02391,0.02391,0.553
0.02391,0.02391,0.552
0.02408,0.02408,0.549
0.02420,0.02420,0.549
0.02408,0.02408,0.549
0.02432,0.02432,0.548
0.02391,0.02391,0.544
0.02397,0.02397,0.543
0.02412,0.02412,0.543
0.02393,0.02393,0.540
0.02419,0.02419,0.539
0.02402,0.02402,0.538
0.02435,0.02435,0.538
0.02406,0.02406,0.535
0.02396,0.02396,0.533
0.02417,0.02417,0.533
0.02400,0.02400,0.533
0.02405,0.02405,0.533
0.02422,0.02422,0.531
0.02412,0.02412,0.530
0.02403,0.02403,0.528
0.02438,0.02438,0.525
0.02400,0.02400,0.525
0.02434,0.02434,0.523
0.02405,0.02405,0.522
0.02455,0.02455,0.521
0.02451,0.02451,0.521
0.02443,0.02443,0.519
0.02435,0.02435,0.518
0.02440,0.02440,0.516
0.02432,0.02432,0.516
0.02420,0.02420,0.516
0.02394,0.02394,0.517
0.02411,0.02411,0.517
0.02412,0.02412,0.515
0.02432,0.02432,0.513
0.02429,0.02429,0.513
0.02429,0.02429,0.512
0.02419,0.02419,0.512
0.02408,0.02408,0.511
0.02414,0.02414,0.511
0.02415,0.02415,0.508
0.02458,0.02458,0.507
0.02464,0.02464,0.507
0.02501,0.02501,0.507
0.02542,0.02542,0.506
0.02574,0.02574,0.502
0.02579,0.02579,0.502
0.02583,0.02583,0.501
0.02594,0.02594,0.501
0.02591,0.02591,0.498
0.02560,0.02560,0.497
0.02554,0.02554,0.496
0.02536,0.02536,0.496
0.02469,0.02469,0.494
0.02446,0.02446,0.493
0.02426,0.02426,0.493
0.02431,0.02431,0.493
0.02414,0.02414,0.492
0.02435,0.02435,0.490
0.02412,0.02412,0.489
0.02461,0.02461,0.489
0.02435,0.02435,0.486
0.02469,0.02469,0.486
0.02446,0.02446,0.486
0.02448,0.02448,0.484
0.02406,0.02406,0.483
0.02426,0.02426,0.481
0.02394,0.02394,0.481
0.02415,0.02415,0.477
0.02383,0.02383,0.477
0.02393,0.02393,0.477
0.02417,0.02417,0.474
0.02429,0.02429,0.472
0.02432,0.02432,0.472
0.02417,0.02417,0.472
0.02434,0.02434,0.472
0.02425,0.02425,0.470
0.02423,0.02423,0.466
0.02455,0.02455,0.467
0.02425,0.02425,0.465
0.02437,0.02437,0.461
0.02400,0.02400,0.461
0.02443,0.02443,0.461
0.02435,0.02435,0.459
0.02477,0.02477,0.457
0.02463,0.02463,0.457
0.02457,0.02457,0.456
0.02522,0.02522,0.454
0.02565,0.02565,0.453
0.02580,0.02580,0.453
0.02612,0.02612,0.454
0.02634,0.02634,0.453
0.02669,0.02669,0.450
0.02696,0.02696,0.450
0.02739,0.02739,0.450
0.02695,0.02695,0.450
0.02663,0.02663,0.447
0.02654,0.02654,0.445
0.02629,0.02629,0.445
0.02589,0.02589,0.444
0.02498,0.02498,0.440
0.02475,0.02475,0.440
0.02477,0.02477,0.437
0.02498,0.02498,0.435
0.02455,0.02455,0.435
0.02501,0.02501,0.435
0.02464,0.02464,0.432
0.02475,0.02475,0.431
0.02440,0.02440,0.431
0.02446,0.02446,0.430
0.02455,0.02455,0.427
0.02417,0.02417,0.426
0.02415,0.02415,0.422
0.02431,0.02431,0.422
0.02412,0.02412,0.420
0.02403,0.02403,0.417
0.02403,0.02403,0.417
0.02435,0.02435,0.417
0.02437,0.02437,0.415
0.02420,0.02420,0.414
0.02434,0.02434,0.413
0.02422,0.02422,0.413
0.02457,0.02457,0.413
0.02419,0.02419,0.413
0.02403,0.02403,0.413
0.02417,0.02417,0.411
0.02425,0.02425,0.410
0.02451,0.02451,0.408
0.02411,0.02411,0.407
0.02434,0.02434,0.408
0.02440,0.02440,0.407
0.02435,0.02435,0.408
0.02423,0.02423,0.408
0.02414,0.02414,0.407
0.02437,0.02437,0.407
0.02405,0.02405,0.407
0.02437,0.02437,0.407
0.02419,0.02419,0.407
0.02383,0.02383,0.407
0.02391,0.02391,0.407
0.02412,0.02412,0.407
0.02408,0.02408,0.404
0.02415,0.02415,0.403
0.02435,0.02435,0.403
0.02423,0.02423,0.404
0.02441,0.02441,0.401
0.02458,0.02458,0.399
0.02458,0.02458,0.398
0.02451,0.02451,0.398
0.02467,0.02467,0.398
0.02477,0.02477,0.395
0.02440,0.02440,0.394
0.02452,0.02452,0.394
0.02451,0.02451,0.395
0.02434,0.02434,0.393
0.02414,0.02414,0.390
0.02432,0.02432,0.390
0.02444,0.02444,0.389
0.02431,0.02431,0.389
0.02412,0.02412,0.385
0.02406,0.02406,0.385
0.02405,0.02405,0.385
0.02399,0.02399,0.385
0.02396,0.02396,0.384
0.02412,0.02412,0.382
0.02386,0.02386,0.380
0.02388,0.02388,0.379
0.02431,0.02431,0.380
0.02408,0.02408,0.378
0.02400,0.02400,0.375
0.02408,0.02408,0.375
0.02432,0.02432,0.376
0.02411,0.02411,0.374
0.02405,0.02405,0.372
0.02408,0.02408,0.372
0.02406,0.02406,0.369
0.02403,0.02403,0.368
0.02405,0.02405,0.367
0.02394,0.02394,0.366
0.02403,0.02403,0.363
0.02417,0.02417,0.363
0.02406,0.02406,0.364
0.02420,0.02420,0.364
0.02411,0.02411,0.363
0.02417,0.02417,0.359
0.02425,0.02425,0.359
0.02406,0.02406,0.359
0.02414,0.02414,0.359
0.02390,0.02390,0.359
0.02386,0.02386,0.359
0.02402,0.02402,0.359
0.02438,0.02438,0.359
0.02444,0.02444,0.358
0.02432,0.02432,0.359
0.02434,0.02434,0.356
0.02437,0.02437,0.354
0.02422,0.02422,0.353
0.02405,0.02405,0.353
0.02402,0.02402,0.349
0.02396,0.02396,0.349
0.02390,0.02390,0.349
0.02414,0.02414,0.349
0.02441,0.02441,0.346
0.02437,0.02437,0.344
0.02472,0.02472,0.344
0.02594,0.02594,0.344
0.02658,0.02658,0.342
0.02695,0.02695,0.340
0.02727,0.02727,0.340
0.02760,0.02760,0.340
0.02754,0.02754,0.338
0.02730,0.02730,0.334
0.02719,0.02719,0.335
0.02684,0.02684,0.335
0.02623,0.02623,0.334
0.02588,0.02588,0.332
0.02539,0.02539,0.332
0.02486,0.02486,0.332
0.02454,0.02454,0.330
0.02473,0.02473,0.328
0.02490,0.02490,0.328
0.02498,0.02498,0.326
0.02536,0.02536,0.323
0.02510,0.02510,0.323
0.02522,0.02522,0.322
0.02496,0.02496,0.318
0.02466,0.02466,0.317
0.02499,0.02499,0.315
0.02443,0.02443,0.313
0.02443,0.02443,0.313
0.02432,0.02432,0.312
0.02417,0.02417,0.312
0.02434,0.02434,0.310
0.02406,0.02406,0.309
0.02444,0.02444,0.309
0.02405,0.02405,0.308
0.02409,0.02409,0.309
0.02464,0.02464,0.309
0.02455,0.02455,0.307
0.02444,0.02444,0.305
0.02451,0.02451,0.305
0.02481,0.02481,0.304
0.02486,0.02486,0.305
0.02463,0.02463,0.305
0.02480,0.02480,0.302
0.02477,0.02477,0.301
0.02466,0.02466,0.300
0.02441,0.02441,0.301
0.02458,0.02458,0.301
0.02470,0.02470,0.300
0.02469,0.02469,0.298
0.02396,0.02396,0.296
0.02455,0.02455,0.296
0.02431,0.02431,0.296
0.02457,0.02457,0.295
0.02458,0.02458,0.293
0.02510,0.02510,0.292
0.02504,0.02504,0.291
0.02567,0.02567,0.291
0.02612,0.02612,0.291
0.02687,0.02687,0.290
0.02737,0.02737,0.287
0.02789,0.02789,0.286
0.02879,0.02879,0.286
0.02863,0.02863,0.286
0.02878,0.02878,0.285
0.02908,0.02908,0.282
0.02892,0.02892,0.281
0.02922,0.02922,0.281
0.02913,0.02913,0.281
0.02942,0.02942,0.281
0.02914,0.02914,0.279
0.02916,0.02916,0.277
0.02916,0.02916,0.276
0.02896,0.02896,0.276
0.02904,0.02904,0.274
0.02879,0.02879,0.273
0.02867,0.02867,0.273
0.02798,0.02798,0.273
0.02763,0.02763,0.273
0.02673,0.02673,0.273
0.02502,0.02502,0.270
0.02498,0.02498,0.268
0.02475,0.02475,0.269
0.02487,0.02487,0.269
0.02492,0.02492,0.267
0.02486,0.02486,0.263
0.02495,0.02495,0.263
0.02483,0.02483,0.262
0.02486,0.02486,0.259
0.02499,0.02499,0.258
0.02483,0.02483,0.259
0.02501,0.02501,0.259
0.02527,0.02527,0.258
0.02502,0.02502,0.259
0.02501,0.02501,0.259
0.02496,0.02496,0.258
0.02504,0.02504,0.256
0.02492,0.02492,0.254
0.02489,0.02489,0.254
0.02475,0.02475,0.254
0.02467,0.02467,0.254
0.02470,0.02470,0.254
0.02460,0.02460,0.254
0.02423,0.02423,0.254
0.02451,0.02451,0.254
0.02425,0.02425,0.254
0.02412,0.02412,0.253
0.02415,0.02415,0.251
0.02428,0.02428,0.250
0.02411,0.02411,0.250
0.02444,0.02444,0.250
0.02452,0.02452,0.249
0.02435,0.02435,0.247
0.02441,0.02441,0.246
0.02444,0.02444,0.245
0.02444,0.02444,0.246
0.02461,0.02461,0.246
0.02434,0.02434,0.244
0.02432,0.02432,0.242
0.02435,0.02435,0.242
0.02429,0.02429,0.242
0.02422,0.02422,0.242
0.02399,0.02399,0.242
0.02390,0.02390,0.240
0.02412,0.02412,0.238
0.02408,0.02408,0.237
0.02405,0.02405,0.237
0.02408,0.02408,0.237
0.02422,0.02422,0.237
0.02426,0.02426,0.237
0.02403,0.02403,0.237
0.02451,0.02451,0.237
0.02490,0.02490,0.235
0.02477,0.02477,0.233
0.02525,0.02525,0.233
0.02518,0.02518,0.232
0.02539,0.02539,0.233
0.02534,0.02534,0.232
0.02536,0.02536,0.228
0.02525,0.02525,0.228
0.02544,0.02544,0.228
0.02551,0.02551,0.229
0.02544,0.02544,0.228
0.02544,0.02544,0.227
0.02530,0.02530,0.224
0.02541,0.02541,0.223
0.02531,0.02531,0.223
0.02440,0.02440,0.223
0.02437,0.02437,0.223
0.02472,0.02472,0.224
0.02449,0.02449,0.224
0.02438,0.02438,0.222
0.02419,0.02419,0.218
0.02422,0.02422,0.219
0.02425,0.02425,0.218
0.02415,0.02415,0.217
0.02400,0.02400,0.216
0.02403,0.02403,0.215
0.02406,0.02406,0.215
0.02396,0.02396,0.215
0.02425,0.02425,0.215
0.02388,0.02388,0.214
0.02397,0.02397,0.211
0.02426,0.02426,0.211
0.02419,0.02419,0.211
0.02405,0.02405,0.211
0.02411,0.02411,0.209
0.02428,0.02428,0.207
0.02400,0.02400,0.206
0.02405,0.02405,0.206
0.02423,0.02423,0.206
0.02417,0.02417,0.206
0.02396,0.02396,0.206
0.02403,0.02403,0.203
0.02391,0.02391,0.201
0.02396,0.02396,0.202
0.02397,0.02397,0.202
0.02403,0.02403,0.201
0.02429,0.02429,0.201
0.02412,0.02412,0.200
0.02409,0.02409,0.198
0.02394,0.02394,0.197
0.02441,0.02441,0.197
0.02420,0.02420,0.197
0.02414,0.02414,0.197
0.02432,0.02432,0.195
0.02419,0.02419,0.193
0.02435,0.02435,0.193
0.02431,0.02431,0.192
0.02434,0.02434,0.193
0.02443,0.02443,0.191
0.02446,0.02446,0.189
0.02425,0.02425,0.189
0.02419,0.02419,0.189
0.02423,0.02423,0.189
0.02397,0.02397,0.189
0.02409,0.02409,0.189
0.02420,0.02420,0.188
0.02435,0.02435,0.185
0.02412,0.02412,0.185
0.02411,0.02411,0.185
0.02425,0.02425,0.185
0.02417,0.02417,0.185
0.02408,0.02408,0.185
0.02426,0.02426,0.184
0.02409,0.02409,0.183
0.02441,0.02441,0.180
0.02457,0.02457,0.181
0.02455,0.02455,0.180
0.02521,0.02521,0.180
0.02534,0.02534,0.180
0.02580,0.02580,0.180
0.02635,0.02635,0.180
0.02608,0.02608,0.180
0.02628,0.02628,0.178
0.02673,0.02673,0.176
0.02705,0.02705,0.176
0.02711,0.02711,0.176
0.02747,0.02747,0.176
0.02695,0.02695,0.176
0.02702,0.02702,0.175
0.02682,0.02682,0.171
0.02626,0.02626,0.171
0.02591,0.02591,0.170
0.02612,0.02612,0.167
0.02597,0.02597,0.164
0.02565,0.02565,0.164
0.02527,0.02527,0.162
0.02541,0.02541,0.159
0.02525,0.02525,0.159
0.02505,0.02505,0.159
0.02515,0.02515,0.159
0.02498,0.02498,0.159
0.02536,0.02536,0.155
0.02525,0.02525,0.155
0.02516,0.02516,0.155
0.02498,0.02498,0.154
0.02528,0.02528,0.152
0.02527,0.02527,0.152
0.02505,0.02505,0.152
0.02521,0.02521,0.152
0.02501,0.02501,0.152
0.02536,0.02536,0.151
0.02502,0.02502,0.151
0.02524,0.02524,0.151
0.02515,0.02515,0.151
0.02530,0.02530,0.151
0.02510,0.02510,0.152
0.02492,0.02492,0.152
0.02487,0.02487,0.152
0.02510,0.02510,0.152
0.02486,0.02486,0.152
0.02461,0.02461,0.152
0.02490,0.02490,0.152
0.02498,0.02498,0.149
0.02486,0.02486,0.147
0.02477,0.02477,0.147
0.02502,0.02502,0.146
0.02477,0.02477,0.146
0.02480,0.02480,0.147
0.02411,0.02411,0.147
0.02446,0.02446,0.146
0.02446,0.02446,0.146
0.02458,0.02458,0.146
0.02437,0.02437,0.143
0.02451,0.02451,0.141
0.02438,0.02438,0.138
0.02444,0.02444,0.136
0.02408,0.02408,0.133
0.02438,0.02438,0.132
0.02493,0.02493,0.132
0.02602,0.02602,0.130
0.02814,0.02814,0.128
0.02899,0.02899,0.129
0.02927,0.02927,0.126
0.02930,0.02930,0.124
0.02940,0.02940,0.123
0.02953,0.02953,0.119
0.02974,0.02974,0.120
0.02966,0.02966,0.120
0.02988,0.02988,0.119
0.03033,0.03033,0.119
0.03058,0.03058,0.119
0.03041,0.03041,0.116
0.03067,0.03067,0.115
0.03064,0.03064,0.114
0.03056,0.03056,0.114
0.03030,0.03030,0.115
0.03040,0.03040,0.115
0.03014,0.03014,0.115
0.03027,0.03027,0.115
0.03023,0.03023,0.113
0.03018,0.03018,0.111
0.02965,0.02965,0.109
0.02911,0.02911,0.109
